Date,Price,Open,High,Low,Volume,Chg%,VIX
"Feb 07, 2014","10,263.20","10,311.95","10,321.10","10,180.85",23.14M,0.57%,18.55
"Feb 06, 2014","10,205.20","10,257.10","10,321.50","10,107.80",34.76M,-0.26%,18.94
"Feb 05, 2014","10,231.65","10,215.65","10,254.05","10,112.50",27.70M,0.40%,18.93
"Feb 04, 2014","10,191.20","9,983.65","10,222.10","9,944.00",35.51M,0.88%,18.69
"Feb 03, 2014","10,102.10","10,205.45","10,222.65","10,089.25",30.41M,-1.33%,18.27
"Jan 31, 2014","10,237.75","10,193.55","10,266.45","10,130.30",44.12M,0.83%,16.82
"Jan 30, 2014","10,153.15","10,287.85","10,314.25","10,101.20",47.85M,-2.73%,17.25
"Jan 29, 2014","10,437.75","10,609.90","10,644.20","10,406.95",27.90M,-0.66%,18.04
"Jan 28, 2014","10,507.60","10,541.50","10,708.00","10,333.40",46.68M,-0.31%,17.72
"Jan 27, 2014","10,540.40","10,802.30","10,802.30","10,520.90",37.24M,-4.02%,18.67
"Jan 24, 2014","10,982.40","11,063.20","11,132.70","10,972.10",26.15M,-1.93%,15.83
"Jan 23, 2014","11,199.00","11,183.75","11,221.10","11,122.35",21.11M,-0.07%,15.58
"Jan 22, 2014","11,207.35","11,164.25","11,248.35","11,094.80",21.62M,0.32%,15.85
"Jan 21, 2014","11,171.50","11,067.05","11,190.10","11,036.40",22.37M,1.49%,15.55
"Jan 20, 2014","11,007.50","10,909.90","11,022.45","10,876.25",17.59M,0.88%,15.35
"Jan 17, 2014","10,911.35","11,080.10","11,081.95","10,893.75",30.59M,-1.63%,15.41
"Jan 16, 2014","11,092.55","11,187.35","11,192.80","11,070.00",22.84M,-0.30%,15.54
"Jan 15, 2014","11,125.40","11,000.20","11,164.10","10,986.10",35.90M,1.61%,15.42
"Jan 14, 2014","10,948.90","10,989.15","11,065.65","10,922.60",21.57M,-0.66%,15.74
"Jan 13, 2014","11,021.60","10,814.65","11,070.20","10,814.65",26.06M,2.00%,15.95
"Jan 10, 2014","10,805.30","10,969.35","11,056.90","10,788.20",35.86M,-1.51%,15.58
"Jan 09, 2014","10,970.45","11,068.90","11,090.25","10,925.15",29.45M,-0.75%,16.18
"Jan 08, 2014","11,053.70","11,071.75","11,122.75","10,988.80",33.42M,0.15%,16.32
"Jan 07, 2014","11,036.75","11,097.80","11,154.10","10,892.15",30.27M,-0.11%,16.32
"Jan 06, 2014","11,049.05","11,174.35","11,174.35","10,996.95",20.46M,-1.19%,16.50
"Jan 03, 2014","11,181.65","11,098.25","11,208.00","11,052.60",28.24M,-0.01%,15.87
"Jan 02, 2014","11,183.20","11,383.80","11,578.90","11,150.20",39.94M,-1.78%,16.55
"Jan 01, 2014","11,385.60","11,418.90","11,432.55","11,361.00",12.09M,0.00%,15.58
"Dec 31, 2013","11,385.25","11,410.25","11,427.85","11,316.55",16.68M,0.08%,15.12
"Dec 30, 2013","11,376.00","11,532.60","11,552.40","11,355.05",18.52M,-0.73%,15.08
"Dec 27, 2013","11,459.70","11,409.25","11,514.45","11,409.25",21.15M,0.65%,14.66
"Dec 26, 2013","11,385.75","11,335.80","11,426.45","11,317.45",30.30M,0.49%,14.88
"Dec 24, 2013","11,330.65","11,399.15","11,405.00","11,287.30",23.58M,-0.42%,15.58
"Dec 23, 2013","11,378.50","11,258.65","11,453.45","11,258.65",27.37M,0.76%,16.26
"Dec 20, 2013","11,292.35","11,117.70","11,318.55","11,074.55",24.69M,1.85%,16.02
"Dec 19, 2013","11,087.45","11,505.55","11,505.55","11,040.15",32.13M,-2.38%,16.58
"Dec 18, 2013","11,357.90","11,129.65","11,572.30","11,117.45",49.40M,1.33%,17.54
"Dec 17, 2013","11,208.65","11,412.70","11,418.10","11,178.00",25.52M,-1.44%,18.33
"Dec 16, 2013","11,372.95","11,347.20","11,440.85","11,309.70",25.58M,0.05%,18.36
"Dec 13, 2013","11,366.90","11,483.85","11,534.35","11,349.85",29.83M,-2.31%,17.84
"Dec 12, 2013","11,635.50","11,736.25","11,781.70","11,622.70",26.80M,-1.26%,17.74
"Dec 11, 2013","11,784.35","11,747.45","11,877.75","11,687.60",28.29M,-0.50%,17.54
"Dec 10, 2013","11,843.45","12,041.00","12,067.45","11,774.95",37.39M,-1.84%,17.98
"Dec 09, 2013","12,065.90","12,206.95","12,225.95","12,007.30",45.08M,2.95%,19.16
"Dec 06, 2013","11,720.20","11,648.35","11,770.65","11,579.50",39.34M,0.47%,22.21
"Dec 05, 2013","11,665.10","11,469.35","11,685.55","11,469.35",55.09M,4.56%,21.68
"Dec 04, 2013","11,156.75","11,158.70","11,216.05","11,107.75",27.83M,-0.49%,23.71
"Dec 03, 2013","11,211.30","11,250.70","11,310.70","11,174.50",24.26M,-0.65%,24.72
"Dec 02, 2013","11,284.35","11,180.30","11,347.45","11,180.30",25.88M,1.17%,23.36
"Nov 29, 2013","11,153.95","10,941.60","11,186.15","10,941.60",31.90M,2.27%,21.38
"Nov 28, 2013","10,906.75","10,994.25","11,062.15","10,843.00",30.95M,0.07%,20.71
"Nov 27, 2013","10,899.30","10,941.60","10,961.35","10,827.75",30.07M,-0.09%,21.14
"Nov 26, 2013","10,909.35","11,040.65","11,133.40","10,893.30",66.60M,-1.57%,21.59
"Nov 25, 2013","11,083.40","10,780.60","11,097.95","10,780.60",35.91M,3.80%,21.05
"Nov 22, 2013","10,677.35","10,796.45","10,820.00","10,630.55",31.66M,-0.28%,20.04
"Nov 21, 2013","10,706.90","10,866.30","10,866.30","10,657.85",37.51M,-2.37%,21.14
"Nov 20, 2013","10,967.15","11,127.35","11,156.50","10,905.55",34.28M,-1.97%,20.83
"Nov 19, 2013","11,187.85","11,159.05","11,207.70","11,107.35",36.56M,0.41%,19.30
"Nov 18, 2013","11,142.30","10,962.25","11,156.60","10,962.25",35.56M,3.06%,18.82
"Nov 14, 2013","10,811.20","10,660.65","10,891.90","10,660.65",36.31M,2.74%,19.26
"Nov 13, 2013","10,523.35","10,469.10","10,652.30","10,412.05",55.02M,-0.56%,20.45
"Nov 12, 2013","10,583.05","10,755.65","10,860.35","10,543.15",41.56M,-1.63%,20.86
"Nov 11, 2013","10,758.45","10,786.25","10,940.50","10,674.50",40.18M,-1.42%,19.98
"Nov 08, 2013","10,913.15","11,011.05","11,067.00","10,841.60",41.96M,-1.28%,19.64
"Nov 07, 2013","11,054.90","11,320.85","11,398.60","11,024.75",44.22M,-2.10%,19.87
"Nov 06, 2013","11,292.55","11,510.40","11,510.40","11,269.95",34.78M,-1.79%,20.25
"Nov 05, 2013","11,498.90","11,539.75","11,736.20","11,462.10",58.83M,-1.30%,19.94
"Nov 03, 2013","11,649.90","11,678.70","11,691.20","11,624.80",3.27M,0.18%,19.34
"Nov 01, 2013","11,628.65","11,472.20","11,694.45","11,443.60",88.55M,1.36%,18.64
"Oct 31, 2013","11,473.15","11,211.30","11,512.50","11,170.05",79.51M,1.99%,18.39
"Oct 30, 2013","11,249.35","11,284.85","11,366.45","11,211.50",35.83M,0.07%,19.53
"Oct 29, 2013","11,241.65","10,779.65","11,268.20","10,669.00",53.63M,4.35%,19.76
"Oct 28, 2013","10,773.20","10,924.45","11,002.40","10,752.35",28.17M,-1.13%,21.29
"Oct 25, 2013","10,896.50","10,880.85","10,951.75","10,797.60",30.35M,-0.05%,20.42
"Oct 24, 2013","10,902.45","10,839.45","11,091.60","10,839.45",41.76M,0.20%,20.64
"Oct 23, 2013","10,880.65","10,837.05","10,912.80","10,732.35",49.00M,0.66%,20.35
"Oct 22, 2013","10,809.10","10,743.80","10,907.55","10,707.85",49.09M,0.11%,19.96
"Oct 21, 2013","10,797.55","10,751.70","10,871.75","10,700.55",32.77M,0.49%,20.18
"Oct 18, 2013","10,744.90","10,387.30","10,784.00","10,387.30",37.46M,3.95%,20.12
"Oct 17, 2013","10,336.55","10,406.05","10,416.20","10,274.35",42.01M,-0.51%,21.06
"Oct 15, 2013","10,389.25","10,738.20","10,738.20","10,339.10",38.03M,-2.59%,23.24
"Oct 14, 2013","10,665.25","10,588.95","10,706.80","10,550.00",37.49M,0.41%,22.85
"Oct 11, 2013","10,622.15","10,423.60","10,649.30","10,307.90",41.44M,3.24%,23.59
"Oct 10, 2013","10,288.95","10,309.20","10,372.05","10,199.55",31.80M,-0.45%,25.88
"Oct 09, 2013","10,334.95","10,004.40","10,360.35","9,947.25",41.71M,1.91%,25.87
"Oct 08, 2013","10,141.45","10,418.85","10,451.15","10,090.60",41.85M,0.59%,26.55
"Oct 07, 2013","10,082.10","10,124.15","10,124.15","9,877.45",30.28M,-1.13%,26.83
"Oct 04, 2013","10,197.15","10,171.45","10,328.75","10,111.75",39.28M,-0.25%,26.13
"Oct 03, 2013","10,222.95","9,946.30","10,241.45","9,888.70",41.75M,3.44%,25.17
"Oct 01, 2013","9,883.30","9,685.15","9,912.95","9,582.75",42.99M,2.76%,25.77
"Sep 30, 2013","9,617.80","9,783.90","9,815.00","9,587.75",37.04M,-2.85%,26.65
"Sep 27, 2013","9,899.75","10,131.65","10,131.65","9,883.95",34.27M,-1.97%,24.06
"Sep 26, 2013","10,098.25","10,091.40","10,189.40","10,051.20",45.28M,0.16%,24.00
"Sep 25, 2013","10,081.70","10,191.85","10,232.45","9,919.70",48.26M,-0.93%,25.68
"Sep 24, 2013","10,175.90","10,063.05","10,289.75","10,046.70",54.96M,-0.35%,26.72
"Sep 23, 2013","10,211.70","10,466.30","10,509.55","10,177.90",54.76M,-4.45%,27.02
"Sep 20, 2013","10,686.80","11,163.95","11,188.10","10,409.80",89.82M,-4.14%,24.73
"Sep 19, 2013","11,148.65","10,984.50","11,219.45","10,984.50",91.51M,6.71%,24.50
"Sep 18, 2013","10,447.85","10,327.15","10,481.50","10,241.95",35.05M,1.64%,27.69
"Sep 17, 2013","10,279.60","10,320.85","10,334.30","10,223.95",34.21M,-0.86%,27.93
"Sep 16, 2013","10,368.40","10,418.50","10,536.70","10,175.05",50.01M,1.85%,28.82
"Sep 13, 2013","10,180.45","10,067.15","10,272.40","10,037.30",50.63M,0.22%,28.29
"Sep 12, 2013","10,158.55","10,338.30","10,358.25","10,070.95",54.84M,-2.03%,29.71
"Sep 11, 2013","10,369.10","10,112.65","10,409.15","9,980.50",62.59M,1.78%,29.75
"Sep 10, 2013","10,188.25","10,084.00","10,304.90","10,084.00",54.67M,2.28%,29.44
"Sep 06, 2013","9,961.40","9,746.65","9,989.85","9,568.50",67.68M,2.88%,28.65
"Sep 05, 2013","9,682.40","9,253.45","9,704.60","9,253.45",95.35M,9.46%,28.53
"Sep 04, 2013","8,845.75","8,688.65","8,916.75","8,605.65",47.97M,2.10%,31.11
"Sep 03, 2013","8,664.20","9,220.95","9,220.95","8,625.40",47.75M,-5.20%,32.49
"Sep 02, 2013","9,139.50","9,112.80","9,233.60","9,086.75",37.75M,1.00%,27.55
"Aug 30, 2013","9,049.20","8,891.90","9,135.55","8,846.55",79.31M,1.62%,27.81
"Aug 29, 2013","8,904.60","8,897.00","8,958.35","8,759.85",56.81M,1.64%,29.41
"Aug 28, 2013","8,760.85","8,729.25","8,869.70","8,366.75",68.04M,-1.24%,32.38
"Aug 27, 2013","8,870.50","9,208.15","9,208.15","8,842.50",54.30M,-5.37%,29.42
"Aug 26, 2013","9,373.55","9,529.70","9,586.65","9,294.05",39.80M,-1.02%,26.38
"Aug 23, 2013","9,470.10","9,322.80","9,493.85","9,215.85",53.55M,2.17%,25.75
"Aug 22, 2013","9,268.90","9,194.85","9,373.80","9,005.25",73.30M,0.05%,29.06
"Aug 21, 2013","9,264.40","9,652.00","9,766.10","9,129.25",88.36M,0.49%,28.09
"Aug 20, 2013","9,218.95","8,939.20","9,277.05","8,860.15",60.85M,0.81%,27.23
"Aug 19, 2013","9,145.00","9,425.50","9,425.50","9,087.00",45.77M,-3.24%,25.59
"Aug 16, 2013","9,450.85","9,887.90","9,891.40","9,420.15",48.45M,-5.74%,23.64
"Aug 14, 2013","10,026.40","10,010.15","10,071.25","9,912.35",37.47M,0.41%,18.70
"Aug 13, 2013","9,985.65","9,666.55","10,007.60","9,582.55",41.04M,2.82%,19.26
"Aug 12, 2013","9,711.40","9,849.85","9,853.95","9,669.10",45.69M,-1.07%,21.28
"Aug 08, 2013","9,816.40","9,780.55","9,909.75","9,724.80",32.95M,0.61%,21.19
"Aug 07, 2013","9,757.25","9,713.45","9,848.35","9,667.55",43.42M,0.56%,22.04
"Aug 06, 2013","9,703.10","10,013.60","10,013.60","9,660.30",37.59M,-3.88%,22.73
"Aug 05, 2013","10,094.90","10,031.30","10,117.65","9,818.50",32.46M,0.97%,20.80
"Aug 02, 2013","9,997.80","10,162.15","10,219.60","9,958.40",38.76M,-1.43%,20.89
"Aug 01, 2013","10,142.95","10,130.10","10,219.40","9,867.60",53.40M,1.27%,19.81
"Jul 31, 2013","10,015.75","10,164.65","10,164.65","9,863.05",60.23M,-1.90%,18.77
"Jul 30, 2013","10,209.55","10,339.10","10,449.70","10,195.50",35.14M,-1.18%,18.12
"Jul 29, 2013","10,331.00","10,451.85","10,451.85","10,310.65",27.02M,-1.28%,18.25
"Jul 26, 2013","10,465.25","10,701.25","10,723.30","10,352.95",52.08M,-1.40%,16.78
"Jul 25, 2013","10,614.00","10,667.05","10,772.70","10,594.60",40.83M,-0.99%,16.72
"Jul 24, 2013","10,720.15","11,018.05","11,018.05","10,661.30",53.96M,-4.62%,16.91
"Jul 23, 2013","11,239.70","11,218.80","11,285.80","11,195.00",20.13M,1.38%,16.72
"Jul 22, 2013","11,086.95","10,948.40","11,132.20","10,948.40",17.83M,1.03%,17.63
"Jul 19, 2013","10,973.90","11,223.80","11,237.90","10,934.25",28.78M,-1.91%,18.13
"Jul 18, 2013","11,187.70","11,033.50","11,236.85","10,837.75",39.85M,1.97%,18.27
"Jul 17, 2013","10,971.60","11,264.00","11,264.00","10,829.75",42.53M,-2.27%,19.36
"Jul 16, 2013","11,226.15","11,459.40","11,459.40","11,209.75",34.54M,-4.78%,18.99
"Jul 15, 2013","11,790.25","11,678.90","11,811.90","11,621.75",16.07M,0.58%,18.79
"Jul 12, 2013","11,722.80","11,733.05","11,743.25","11,589.45",16.01M,0.58%,18.69
"Jul 11, 2013","11,655.30","11,541.95","11,710.45","11,541.95",16.77M,2.56%,18.89
"Jul 10, 2013","11,364.45","11,477.55","11,540.90","11,317.20",16.54M,-0.68%,19.98
"Jul 09, 2013","11,442.45","11,365.20","11,458.30","11,353.05",17.13M,1.41%,19.32
"Jul 08, 2013","11,283.30","11,328.20","11,328.20","11,176.65",17.37M,-1.32%,19.34
"Jul 05, 2013","11,434.30","11,485.85","11,530.65","11,418.00",15.52M,0.47%,18.67
"Jul 04, 2013","11,381.20","11,389.65","11,454.30","11,273.60",24.26M,0.21%,18.58
"Jul 03, 2013","11,357.80","11,500.30","11,505.75","11,322.80",20.69M,-2.21%,18.91
"Jul 02, 2013","11,614.25","11,703.95","11,752.90","11,590.50",16.20M,-0.86%,18.21
"Jul 01, 2013","11,714.90","11,597.45","11,733.10","11,597.45",15.76M,0.84%,18.09
"Jun 28, 2013","11,617.25","11,367.20","11,654.70","11,367.20",25.53M,3.40%,17.95
"Jun 27, 2013","11,235.75","11,225.50","11,277.05","11,164.75",27.44M,1.53%,18.85
"Jun 26, 2013","11,066.55","11,211.00","11,261.65","11,033.75",20.65M,-1.02%,21.07
"Jun 25, 2013","11,181.05","11,213.10","11,325.50","11,107.80",29.64M,0.02%,21.14
"Jun 24, 2013","11,178.30","11,272.20","11,275.40","11,134.20",19.86M,-1.43%,21.01
"Jun 21, 2013","11,340.15","11,323.35","11,420.25","11,210.75",27.18M,-0.31%,19.03
"Jun 20, 2013","11,375.40","11,677.35","11,677.35","11,347.55",23.90M,-4.03%,19.19
"Jun 19, 2013","11,852.65","11,798.65","11,867.20","11,738.70",13.69M,0.27%,18.46
"Jun 18, 2013","11,820.95","11,946.20","11,950.95","11,795.20",15.62M,-1.25%,18.29
"Jun 17, 2013","11,971.05","11,928.30","11,992.95","11,735.25",18.77M,0.40%,18.18
"Jun 14, 2013","11,922.85","11,827.35","11,947.35","11,803.80",19.47M,2.02%,18.35
"Jun 13, 2013","11,686.75","11,693.90","11,793.30","11,656.90",15.79M,-1.08%,19.44
"Jun 12, 2013","11,814.85","11,791.10","11,899.05","11,732.35",20.25M,-0.05%,18.85
"Jun 11, 2013","11,820.50","12,007.75","12,031.90","11,795.45",22.48M,-2.21%,19.49
"Jun 10, 2013","12,087.05","12,292.65","12,363.80","12,017.90",13.70M,-1.18%,18.11
"Jun 07, 2013","12,231.50","12,347.55","12,488.60","12,209.25",16.65M,-1.35%,17.35
"Jun 06, 2013","12,398.40","12,225.35","12,475.05","12,184.05",15.57M,0.89%,17.35
"Jun 05, 2013","12,289.35","12,252.05","12,347.30","12,196.75",14.84M,0.12%,16.78
"Jun 04, 2013","12,275.10","12,401.70","12,520.55","12,252.40",12.69M,-1.02%,17.26
"Jun 03, 2013","12,402.10","12,453.40","12,499.85","12,323.60",14.66M,-0.59%,17.29
"May 31, 2013","12,475.65","12,734.30","12,760.45","12,453.15",20.47M,-2.58%,16.99
"May 30, 2013","12,805.90","12,738.15","12,829.55","12,721.45",24.65M,-0.37%,16.04
"May 29, 2013","12,853.20","12,931.35","12,931.35","12,773.40",12.20M,-0.75%,17.86
"May 28, 2013","12,950.00","12,951.40","13,016.45","12,872.90",14.08M,-0.09%,17.12
"May 27, 2013","12,961.55","12,751.50","13,014.75","12,735.05",16.71M,1.51%,17.03
"May 24, 2013","12,769.35","12,756.35","12,828.60","12,582.50",16.87M,1.05%,17.70
"May 23, 2013","12,636.50","12,907.90","12,944.00","12,594.90",23.75M,-2.86%,18.73
"May 22, 2013","13,008.25","13,105.10","13,175.65","12,932.20",14.20M,-0.45%,17.72
"May 21, 2013","13,066.50","13,182.20","13,268.25","13,038.00",15.73M,-0.87%,17.88
"May 20, 2013","13,181.50","13,332.70","13,414.30","13,150.30",15.52M,-1.02%,17.71
"May 17, 2013","13,317.10","13,227.80","13,355.10","13,116.85",18.09M,0.59%,17.57
"May 16, 2013","13,239.45","13,022.25","13,281.80","13,022.25",21.49M,1.24%,17.74
"May 15, 2013","13,077.90","12,646.35","13,099.35","12,646.35",27.20M,3.93%,18.13
"May 14, 2013","12,583.60","12,567.55","12,698.35","12,516.10",13.92M,0.12%,17.17
"May 13, 2013","12,568.85","12,760.45","12,865.35","12,546.25",19.72M,-1.65%,17.51
"May 11, 2013","12,780.15","12,730.35","12,811.25","12,730.35",1.30M,0.22%,16.84
"May 10, 2013","12,752.30","12,580.40","12,783.05","12,580.40",19.21M,1.24%,16.86
"May 09, 2013","12,596.30","12,663.75","12,718.90","12,541.80",27.93M,-0.37%,16.60
"May 08, 2013","12,643.05","12,662.10","12,694.40","12,514.70",14.58M,0.09%,16.76
"May 07, 2013","12,631.50","12,404.55","12,649.45","12,404.55",16.63M,1.90%,16.50
"May 06, 2013","12,396.40","12,358.35","12,436.00","12,188.30",15.28M,0.02%,15.84
"May 03, 2013","12,393.60","12,678.90","12,678.90","12,364.70",25.11M,-2.49%,15.55
"May 02, 2013","12,709.95","12,554.70","12,783.30","12,552.85",21.53M,1.18%,16.28
"Apr 30, 2013","12,561.55","12,638.00","12,658.60","12,402.15",17.33M,-0.38%,15.10
"Apr 29, 2013","12,609.15","12,560.35","12,661.25","12,508.40",16.87M,0.61%,14.33
"Apr 26, 2013","12,533.15","12,679.30","12,679.90","12,470.00",19.41M,-1.52%,13.88
"Apr 25, 2013","12,726.85","12,632.25","12,755.80","12,611.50",31.05M,1.46%,14.20
"Apr 23, 2013","12,543.40","12,601.05","12,605.70","12,333.00",22.12M,-0.26%,15.07
"Apr 22, 2013","12,576.20","12,317.40","12,637.95","12,317.40",25.78M,2.34%,16.22
"Apr 18, 2013","12,288.25","11,902.55","12,313.00","11,891.95",24.91M,2.56%,15.36
"Apr 17, 2013","11,981.05","11,924.70","12,112.25","11,913.95",26.76M,0.92%,16.36
"Apr 16, 2013","11,871.60","11,517.90","11,906.25","11,515.30",22.70M,3.00%,16.25
"Apr 15, 2013","11,526.25","11,357.95","11,643.30","11,334.75",21.16M,1.02%,16.61
"Apr 12, 2013","11,410.10","11,239.15","11,442.90","11,236.05",18.21M,0.92%,16.45
"Apr 11, 2013","11,306.50","11,220.50","11,341.85","11,154.05",25.15M,1.66%,16.97
"Apr 10, 2013","11,122.25","11,009.45","11,143.60","10,888.75",21.98M,1.77%,16.49
"Apr 09, 2013","10,929.15","11,085.80","11,210.35","10,897.15",19.81M,-0.76%,16.82
"Apr 08, 2013","11,012.65","11,075.85","11,133.85","11,002.10",14.36M,-0.78%,16.77
"Apr 05, 2013","11,098.95","11,120.15","11,168.25","11,021.40",19.22M,-0.25%,16.16
"Apr 04, 2013","11,126.25","11,243.20","11,254.25","11,105.10",17.81M,-1.92%,15.85
"Apr 03, 2013","11,344.10","11,512.75","11,590.60","11,283.40",18.11M,-1.56%,14.87
"Apr 02, 2013","11,523.40","11,430.85","11,548.05","11,361.15",14.14M,0.86%,14.10
"Apr 01, 2013","11,425.55","11,414.95","11,460.60","11,330.85",11.68M,0.56%,14.85
"Mar 28, 2013","11,361.85","11,188.95","11,413.25","11,080.05",26.16M,1.78%,15.22
"Mar 26, 2013","11,163.45","11,067.35","11,198.45","11,048.40",17.35M,0.34%,15.80
"Mar 25, 2013","11,125.65","11,327.40","11,372.80","11,097.95",21.01M,-0.70%,16.36
"Mar 22, 2013","11,204.05","11,275.45","11,331.20","11,173.35",24.27M,-0.31%,15.54
"Mar 21, 2013","11,238.35","11,285.65","11,512.10","11,209.65",27.65M,-0.15%,16.51
"Mar 20, 2013","11,254.85","11,491.80","11,491.80","11,231.75",19.89M,-2.20%,16.66
"Mar 19, 2013","11,508.05","11,796.20","11,814.75","11,416.75",29.13M,-1.94%,16.71
"Mar 18, 2013","11,735.50","11,679.35","11,810.40","11,625.60",18.87M,-0.69%,15.85
"Mar 15, 2013","11,816.55","11,972.75","12,034.95","11,749.85",24.77M,-1.70%,15.16
"Mar 14, 2013","12,020.75","11,772.45","12,058.55","11,555.45",29.59M,2.07%,14.66
"Mar 13, 2013","11,777.50","11,989.55","11,989.55","11,754.30",13.08M,-2.30%,16.20
"Mar 12, 2013","12,054.50","12,150.70","12,183.50","11,970.90",14.23M,-0.91%,15.13
"Mar 11, 2013","12,165.40","12,221.50","12,241.30","12,130.25",15.99M,-0.26%,14.25
"Mar 08, 2013","12,197.25","12,008.80","12,219.45","12,008.80",17.64M,1.90%,13.34
"Mar 07, 2013","11,970.25","11,829.20","11,989.85","11,819.60",13.25M,0.79%,13.07
"Mar 06, 2013","11,876.20","11,871.55","11,904.15","11,822.35",18.38M,0.71%,13.40
"Mar 05, 2013","11,792.05","11,642.80","11,814.05","11,623.65",19.45M,1.87%,13.39
"Mar 04, 2013","11,575.60","11,515.40","11,602.50","11,453.10",18.07M,0.31%,13.67
"Mar 01, 2013","11,540.05","11,533.05","11,592.55","11,458.70",24.52M,0.46%,14.06
"Feb 28, 2013","11,487.35","12,007.00","12,041.45","11,401.20",39.74M,-3.71%,14.86
"Feb 27, 2013","11,930.50","11,882.70","11,971.35","11,838.35",18.07M,0.72%,16.23
"Feb 26, 2013","11,844.85","11,995.00","11,995.00","11,808.80",13.36M,-1.60%,17.36
"Feb 25, 2013","12,037.30","12,119.95","12,137.85","11,961.50",13.70M,-0.26%,16.73
"Feb 22, 2013","12,068.95","12,024.40","12,139.65","12,024.40",13.75M,0.11%,16.79
"Feb 21, 2013","12,055.50","12,295.15","12,301.25","12,036.45",16.29M,-2.49%,16.94
"Feb 20, 2013","12,363.70","12,460.40","12,470.70","12,351.70",10.68M,-0.40%,15.60
"Feb 19, 2013","12,413.65","12,347.55","12,426.90","12,303.70",9.96M,0.54%,15.81
"Feb 18, 2013","12,347.20","12,353.00","12,399.85","12,329.35",11.67M,0.09%,16.29
"Feb 15, 2013","12,336.55","12,284.45","12,373.15","12,256.80",14.36M,0.21%,15.24
"Feb 14, 2013","12,311.30","12,400.65","12,434.00","12,284.50",22.41M,-0.60%,15.09
"Feb 13, 2013","12,385.10","12,424.95","12,485.95","12,361.90",17.58M,-0.16%,15.14
"Feb 12, 2013","12,405.25","12,331.40","12,415.80","12,301.65",16.99M,0.59%,15.31
"Feb 11, 2013","12,333.00","12,298.10","12,361.10","12,273.65",20.47M,0.43%,15.65
"Feb 08, 2013","12,280.15","12,341.45","12,389.80","12,245.95",22.97M,-0.56%,15.16
